Depth (ft),Density (g/cm^3),Overburden stress (psi),Hydrostatic pore pressure (psi),Overburden gradient (psi/ft),Porosity (-)
632,1,277.0373791,278.08,0.438350283,1
633,1,277.4757294,278.52,0.438350283,1
634,1,277.9140797,278.96,0.438350283,1
635,1,278.35243,279.4,0.438350283,1
636,1,278.7907802,279.84,0.438350283,1
637,1,279.2291305,280.28,0.438350283,1
638,1,279.6674808,280.72,0.438350283,1
639,1,280.1058311,281.16,0.438350283,1
640,1,280.5441814,281.6,0.438350283,1
641,1,280.9825317,282.04,0.438350283,1
642,1,281.4208819,282.48,0.438350283,1
643,1,281.8592322,282.92,0.438350283,1
644,1,282.2975825,283.36,0.438350283,1
645,1,282.7359328,283.8,0.438350283,1
646,1,283.1742831,284.24,0.438350283,1
647,1,283.6126334,284.68,0.438350283,1
648,1,284.0509836,285.12,0.438350283,1
649,1,284.4893339,285.56,0.438350283,1
650,1,284.9276842,286,0.438350283,1
651,1,285.3660345,286.44,0.438350283,1
652,1,285.8043848,286.88,0.438350283,1
653,1,286.2427351,287.32,0.438350283,1
654,1,286.6810853,287.76,0.438350283,1
655,1,287.1194356,288.2,0.438350283,1
656,1,287.5577859,288.64,0.438350283,1
657,1,287.9961362,289.08,0.438350283,1
658,1,288.4344865,289.52,0.438350283,1
659,1,288.8728368,289.96,0.438350283,1
660,1,289.311187,290.4,0.438350283,1
661,1,289.7495373,290.84,0.438350283,1
662,1,290.1878876,291.28,0.438350283,1
663,1,290.6262379,291.72,0.438350283,1
664,1,291.0645882,292.16,0.438350283,1
665,1,291.5029385,292.6,0.438350283,1
666,1,291.9412887,293.04,0.438350283,1
667,1,292.379639,293.48,0.438350283,1
668,1,292.8179893,293.92,0.438350283,1
669,1,293.2563396,294.36,0.438350283,1
670,1,293.6946899,294.8,0.438350283,1
671,1,294.1330402,295.24,0.438350283,1
672,1,294.5713904,295.68,0.438350283,1
673,1,295.0097407,296.12,0.438350283,1
674,1,295.448091,296.56,0.438350283,1
675,1,295.8864413,297,0.438350283,1
676,1,296.3247916,297.44,0.438350283,1
677,1,296.7631419,297.88,0.438350283,1
678,1,297.2014921,298.32,0.438350283,1
679,1,297.6398424,298.76,0.438350283,1
680,1,298.0781927,299.2,0.438350283,1
681,1,298.516543,299.64,0.438350283,1
682,1,298.9548933,300.08,0.438350283,1
683,1,299.3932436,300.52,0.438350283,1
684,1,299.8315938,300.96,0.438350283,1
685,1,300.2699441,301.4,0.438350283,1
686,1,300.7082944,301.84,0.438350283,1
687,1,301.1466447,302.28,0.438350283,1
688,1,301.584995,302.72,0.438350283,1
689,1,302.0233453,303.16,0.438350283,1
690,1,302.4616955,303.6,0.438350283,1
691,1,302.9000458,304.04,0.438350283,1
692,1,303.3383961,304.48,0.438350283,1
693,1,303.7767464,304.92,0.438350283,1
694,1,304.2150967,305.36,0.438350283,1
695,1,304.653447,305.8,0.438350283,1
696,1,305.0917972,306.24,0.438350283,1
697,1,305.5301475,306.68,0.438350283,1
698,1,305.9684978,307.12,0.438350283,1
699,1,306.4068481,307.56,0.438350283,1
700,1,306.8451984,308,0.438350283,1
701,1,307.2835487,308.44,0.438350283,1
702,1,307.7218989,308.88,0.438350283,1
703,1,308.1602492,309.32,0.438350283,1
704,1,308.5985995,309.76,0.438350283,1
705,1,309.0369498,310.2,0.438350283,1
706,1,309.4753001,310.64,0.438350283,1
707,1,309.9136504,311.08,0.438350283,1
708,1,310.3520006,311.52,0.438350283,1
709,1,310.7903509,311.96,0.438350283,1
710,1,311.2287012,312.4,0.438350283,1
711,1,311.6670515,312.84,0.438350283,1
712,1,312.1054018,313.28,0.438350283,1
713,1,312.5437521,313.72,0.438350283,1
714,1,312.9821024,314.16,0.438350283,1
715,1,313.4204526,314.6,0.438350283,1
716,1,313.8588029,315.04,0.438350283,1
717,1,314.2971532,315.48,0.438350283,1
718,1,314.7355035,315.92,0.438350283,1
719,1,315.1738538,316.36,0.438350283,1
720,1,315.6122041,316.8,0.438350283,1
721,1,316.0505543,317.24,0.438350283,1
722,1,316.4889046,317.68,0.438350283,1
723,1,316.9272549,318.12,0.438350283,1
724,1,317.3656052,318.56,0.438350283,1
725,1,317.8039555,319,0.438350283,1
726,1,318.2423058,319.44,0.438350283,1
727,1,318.680656,319.88,0.438350283,1
728,1,319.1190063,320.32,0.438350283,1
729,1,319.5573566,320.76,0.438350283,1
730,1,319.9957069,321.2,0.438350283,1
731,1,320.4340572,321.64,0.438350283,1
732,1,320.8724075,322.08,0.438350283,1
733,1,321.3107577,322.52,0.438350283,1
734,1,321.749108,322.96,0.438350283,1
735,1,322.1874583,323.4,0.438350283,1
736,1,322.6258086,323.84,0.438350283,1
737,1,323.0641589,324.28,0.438350283,1
738,1,323.5025092,324.72,0.438350283,1
739,1,323.9408594,325.16,0.438350283,1
740,1,324.3792097,325.6,0.438350283,1
741,1,324.81756,326.04,0.438350283,1
742,1,325.2559103,326.48,0.438350283,1
743,1,325.6942606,326.92,0.438350283,1
744,1,326.1326109,327.36,0.438350283,1
745,1,326.5709611,327.8,0.438350283,1
746,1,327.0093114,328.24,0.438350283,1
747,1,327.4476617,328.68,0.438350283,1
748,1,327.886012,329.12,0.438350283,1
749,1,328.3243623,329.56,0.438350283,1
750,1,328.7627126,330,0.438350283,1
751,1,329.2010628,330.44,0.438350283,1
752,1,329.6394131,330.88,0.438350283,1
753,1,330.0777634,331.32,0.438350283,1
754,1,330.5161137,331.76,0.438350283,1
755,1,330.954464,332.2,0.438350283,1
756,1,331.3928143,332.64,0.438350283,1
757,1,331.8311645,333.08,0.438350283,1
758,1,332.2695148,333.52,0.438350283,1
759,1,332.7078651,333.96,0.438350283,1
760,1,333.1462154,334.4,0.438350283,1
761,1,333.5845657,334.84,0.438350283,1
762,1,334.022916,335.28,0.438350283,1
763,1,334.4612662,335.72,0.438350283,1
764,1,334.8996165,336.16,0.438350283,1
765,1,335.3379668,336.6,0.438350283,1
766,1,335.7763171,337.04,0.438350283,1
767,1,336.2146674,337.48,0.438350283,1
768,1,336.6530177,337.92,0.438350283,1
769,1,337.0913679,338.36,0.438350283,1
770,1,337.5297182,338.8,0.438350283,1
771,1,337.9680685,339.24,0.438350283,1
772,1,338.4064188,339.68,0.438350283,1
773,1,338.8447691,340.12,0.438350283,1
774,1,339.2831194,340.56,0.438350283,1
775,1,339.7214696,341,0.438350283,1
776,1,340.1598199,341.44,0.438350283,1
777,1,340.5981702,341.88,0.438350283,1
778,1,341.0365205,342.32,0.438350283,1
779,1,341.4748708,342.76,0.438350283,1
780,1,341.9132211,343.2,0.438350283,1
781,1,342.3515713,343.64,0.438350283,1
782,1,342.7899216,344.08,0.438350283,1
783,1,343.2282719,344.52,0.438350283,1
784,1,343.6666222,344.96,0.438350283,1
785,1,344.1049725,345.4,0.438350283,1
786,1,344.5433228,345.84,0.438350283,1
787,1,344.981673,346.28,0.438350283,1
788,1,345.4200233,346.72,0.438350283,1
789,1,345.8583736,347.16,0.438350283,1
790,1,346.2967239,347.6,0.438350283,1
791,1,346.7350742,348.04,0.438350283,1
792,1,347.1734245,348.48,0.438350283,1
793,1,347.6117747,348.92,0.438350283,1
794,1,348.050125,349.36,0.438350283,1
795,1,348.4884753,349.8,0.438350283,1
796,1,348.9268256,350.24,0.438350283,1
797,1,349.3651759,350.68,0.438350283,1
798,1,349.8035262,351.12,0.438350283,1
799,1,350.2418764,351.56,0.438350283,1
800,1,350.6802267,352,0.438350283,1
801,1,351.118577,352.44,0.438350283,1
802,1,351.5569273,352.88,0.438350283,1
803,1,351.9952776,353.32,0.438350283,1
804,1,352.4336279,353.76,0.438350283,1
805,1,352.8719781,354.2,0.438350283,1
806,1,353.3103284,354.64,0.438350283,1
807,1,353.7486787,355.08,0.438350283,1
808,1,354.187029,355.52,0.438350283,1
809,1,354.6253793,355.96,0.438350283,1
810,1,355.0637296,356.4,0.438350283,1
811,1,355.5020798,356.84,0.438350283,1
812,1,355.9404301,357.28,0.438350283,1
813,1,356.3787804,357.72,0.438350283,1
814,1,356.8171307,358.16,0.438350283,1
815,1,357.255481,358.6,0.438350283,1
816,1,357.6938313,359.04,0.438350283,1
817,1,358.1321815,359.48,0.438350283,1
818,1,358.5705318,359.92,0.438350283,1
819,1,359.0088821,360.36,0.438350283,1
820,1,359.4472324,360.8,0.438350283,1
821,1,359.8855827,361.24,0.438350283,1
822,1,360.323933,361.68,0.438350283,1
823,1,360.7622832,362.12,0.438350283,1
824,1,361.2006335,362.56,0.438350283,1
825,1,361.6389838,363,0.438350283,1
826,1,362.0773341,363.44,0.438350283,1
827,1,362.5156844,363.88,0.438350283,1
828,1,362.9540347,364.32,0.438350283,1
829,1,363.3923849,364.76,0.438350283,1
830,1,363.8307352,365.2,0.438350283,1
831,1,364.2690855,365.64,0.438350283,1
832,1,364.7074358,366.08,0.438350283,1
833,1,365.1457861,366.52,0.438350283,1
834,1,365.5841364,366.96,0.438350283,1
835,1,366.0224866,367.4,0.438350283,1
836,1,366.4608369,367.84,0.438350283,1
837,1,366.8991872,368.28,0.438350283,1
838,1,367.3375375,368.72,0.438350283,1
839,1,367.7758878,369.16,0.438350283,1
840,1,368.2142381,369.6,0.438350283,1
841,1,368.6525883,370.04,0.438350283,1
842,1,369.0909386,370.48,0.438350283,1
843,1,369.5292889,370.92,0.438350283,1
844,1,369.9676392,371.36,0.438350283,1
845,1,370.4059895,371.8,0.438350283,1
846,1,370.8443398,372.24,0.438350283,1
847,1,371.28269,372.68,0.438350283,1
848,1,371.7210403,373.12,0.438350283,1
849,1,372.1593906,373.56,0.438350283,1
850,1,372.5977409,374,0.438350283,1
851,1,373.0360912,374.44,0.438350283,1
852,1,373.4744415,374.88,0.438350283,1
853,1,373.9127917,375.32,0.438350283,1
854,1,374.351142,375.76,0.438350283,1
855,1,374.7894923,376.2,0.438350283,1
856,1,375.2278426,376.64,0.438350283,1
857,1,375.6661929,377.08,0.438350283,1
858,1,376.1045432,377.52,0.438350283,1
859,1,376.5428934,377.96,0.438350283,1
860,1,376.9812437,378.4,0.438350283,1
861,1,377.419594,378.84,0.438350283,1
862,1,377.8579443,379.28,0.438350283,1
863,1,378.2962946,379.72,0.438350283,1
864,1,378.7346449,380.16,0.438350283,1
865,1,379.1729951,380.6,0.438350283,1
866,1,379.6113454,381.04,0.438350283,1
867,1,380.0496957,381.48,0.438350283,1
868,1,380.488046,381.92,0.438350283,1
869,1,380.9263963,382.36,0.438350283,1
870,1,381.3647466,382.8,0.438350283,1
871,1,381.8030968,383.24,0.438350283,1
872,1,382.2414471,383.68,0.438350283,1
873,1,382.6797974,384.12,0.438350283,1
874,1,383.1181477,384.56,0.438350283,1
875,1,383.556498,385,0.438350283,1
876,1,383.9948483,385.44,0.438350283,1
877,1,384.4331985,385.88,0.438350283,1
878,1,384.8715488,386.32,0.438350283,1
879,1,385.3098991,386.76,0.438350283,1
880,1,385.7482494,387.2,0.438350283,1
881,1,386.1865997,387.64,0.438350283,1
882,1,386.62495,388.08,0.438350283,1
883,1,387.0633002,388.52,0.438350283,1
884,1,387.5016505,388.96,0.438350283,1
885,1,387.9400008,389.4,0.438350283,1
886,1,388.3783511,389.84,0.438350283,1
887,1,388.8167014,390.28,0.438350283,1
888,1,389.2550517,390.72,0.438350283,1
889,1,389.6934019,391.16,0.438350283,1
890,1,390.1317522,391.6,0.438350283,1
891,1,390.5701025,392.04,0.438350283,1
892,1,391.0084528,392.48,0.438350283,1
893,1,391.4468031,392.92,0.438350283,1
894,1,391.8851534,393.36,0.438350283,1
895,1,392.3235036,393.8,0.438350283,1
896,1,392.7618539,394.24,0.438350283,1
897,1,393.2002042,394.68,0.438350283,1
898,1,393.6385545,395.12,0.438350283,1
899,1,394.0769048,395.56,0.438350283,1
900,1,394.5152551,396,0.438350283,1
901,1,394.9536053,396.44,0.438350283,1
902,1,395.3919556,396.88,0.438350283,1
903,1,395.8303059,397.32,0.438350283,1
904,1,396.2686562,397.76,0.438350283,1
905,1,396.7070065,398.2,0.438350283,1
906,1,397.1453568,398.64,0.438350283,1
907,1,397.583707,399.08,0.438350283,1
908,1,398.0220573,399.52,0.438350283,1
909,1,398.4604076,399.96,0.438350283,1
910,1,398.8987579,400.4,0.438350283,1
911,1,399.3371082,400.84,0.438350283,1
912,1,399.7754585,401.28,0.438350283,1
913,1,400.2138087,401.72,0.438350283,1
914,1,400.652159,402.16,0.438350283,1
915,1,401.0905093,402.6,0.438350283,1
916,1,401.5288596,403.04,0.438350283,1
917,1,401.9672099,403.48,0.438350283,1
918,1,402.4055602,403.92,0.438350283,1
919,1,402.8439104,404.36,0.438350283,1
920,1,403.2822607,404.8,0.438350283,1
921,1,403.720611,405.24,0.438350283,1
922,1,404.1589613,405.68,0.438350283,1
923,1,404.5973116,406.12,0.438350283,1
924,1,405.0356619,406.56,0.438350283,1
925,1,405.4740121,407,0.438350283,1
926,1,405.9123624,407.44,0.438350283,1
927,1,406.3507127,407.88,0.438350283,1
928,1,406.789063,408.32,0.438350283,1
929,1,407.2274133,408.76,0.438350283,1
930,1,407.6657636,409.2,0.438350283,1
931,1,408.1041138,409.64,0.438350283,1
932,1,408.5424641,410.08,0.438350283,1
933,1,408.9808144,410.52,0.438350283,1
934,1,409.4191647,410.96,0.438350283,1
935,1,409.857515,411.4,0.438350283,1
936,1,410.2958653,411.84,0.438350283,1
937,1,410.7342155,412.28,0.438350283,1
938,1,411.1725658,412.72,0.438350283,1
939,1,411.6109161,413.16,0.438350283,1
940,1,412.0492664,413.6,0.438350283,1
941,1,412.4876167,414.04,0.438350283,1
942,1,412.925967,414.48,0.438350283,1
943,1,413.3643172,414.92,0.438350283,1
944,1,413.8026675,415.36,0.438350283,1
945,1,414.2410178,415.8,0.438350283,1
946,1,414.6793681,416.24,0.438350283,1
947,1,415.1177184,416.68,0.438350283,1
948,1,415.5560687,417.12,0.438350283,1
949,1,415.994419,417.56,0.438350283,1
950,1,416.4327692,418,0.438350283,1
951,1,416.8711195,418.44,0.438350283,1
952,1,417.3094698,418.88,0.438350283,1
953,1,417.7478201,419.32,0.438350283,1
954,1,418.1861704,419.76,0.438350283,1
955,1,418.6245207,420.2,0.438350283,1
956,1,419.0628709,420.64,0.438350283,1
957,1,419.5012212,421.08,0.438350283,1
958,1,419.9395715,421.52,0.438350283,1
959,1,420.3779218,421.96,0.438350283,1
960,1,420.8162721,422.4,0.438350283,1
961,1,421.2546224,422.84,0.438350283,1
962,1,421.6929726,423.28,0.438350283,1
963,1,422.1313229,423.72,0.438350283,1
964,1,422.5696732,424.16,0.438350283,1
965,1,423.0080235,424.6,0.438350283,1
966,1,423.4463738,425.04,0.438350283,1
967,1,423.8847241,425.48,0.438350283,1
968,1,424.3230743,425.92,0.438350283,1
969,1,424.7614246,426.36,0.438350283,1
970,1,425.1997749,426.8,0.438350283,1
971,1,425.6381252,427.24,0.438350283,1
972,1,426.0764755,427.68,0.438350283,1
973,1,426.5148258,428.12,0.438350283,1
974,1,426.953176,428.56,0.438350283,1
975,1,427.3915263,429,0.438350283,1
976,1,427.8298766,429.44,0.438350283,1
977,1,428.2682269,429.88,0.438350283,1
978,1,428.7065772,430.32,0.438350283,1
979,1,429.1449275,430.76,0.438350283,1
980,1,429.5832777,431.2,0.438350283,1
981,1,430.021628,431.64,0.438350283,1
982,1,430.4599783,432.08,0.438350283,1
983,1,430.8983286,432.52,0.438350283,1
984,1,431.3366789,432.96,0.438350283,1
985,1,431.7750292,433.4,0.438350283,1
986,1,432.2133794,433.84,0.438350283,1
987,1,432.6517297,434.28,0.438350283,1
988,1,433.09008,434.72,0.438350283,1
989,1,433.5284303,435.16,0.438350283,1
990,1,433.9667806,435.6,0.438350283,1
991,1,434.4051309,436.04,0.438350283,1
992,1,434.8434811,436.48,0.438350283,1
993,1,435.2818314,436.92,0.438350283,1
994,1,435.7201817,437.36,0.438350283,1
995,1,436.158532,437.8,0.438350283,1
996,1,436.5968823,438.24,0.438350283,1
997,1,437.0352326,438.68,0.438350283,1
998,1,437.4735828,439.12,0.438350283,1
999,1,437.9119331,439.56,0.438350283,1
1000,1.7,438.6571286,440,0.438657129,0.588235294
1001,1.700180517,439.4024032,440.44,0.43896344,0.588129108
1002,1.700361034,440.147757,440.88,0.439269219,0.588022921
1003,1.700541551,440.8931898,441.32,0.439574466,0.587916735
1004,1.700722068,441.6387018,441.76,0.439879185,0.587810548
1005,1.700902584,442.384293,442.2,0.440183376,0.587704362
1006,1.701083101,443.1299632,442.64,0.440487041,0.587598176
1007,1.701263618,443.8757126,443.08,0.440790181,0.587491989
1008,1.701444135,444.6215411,443.52,0.441092799,0.587385803
1009,1.701624652,445.3674488,443.96,0.441394895,0.587279616
1010,1.701805169,446.1134355,444.4,0.441696471,0.58717343
1011,1.701985686,446.8595015,444.84,0.441997529,0.587067244
1012,1.702166203,447.6056465,445.28,0.44229807,0.586961057
1013,1.70234672,448.3518707,445.72,0.442598095,0.586854871
1014,1.702527237,449.098174,446.16,0.442897607,0.586748684
1015,1.702707753,449.8445564,446.6,0.443196607,0.586642498
1016,1.70288827,450.5910179,447.04,0.443495096,0.586536312
1017,1.703068787,451.3375586,447.48,0.443793076,0.586430125
1018,1.703249304,452.0841784,447.92,0.444090549,0.586323939
1019,1.703429821,452.8308774,448.36,0.444387515,0.586217752
1020,1.703610338,453.5776555,448.8,0.444683976,0.586111566
1021,1.703790855,454.3245127,449.24,0.444979934,0.586005379
1022,1.703971372,455.071449,449.68,0.44527539,0.585899193
1023,1.704151889,455.8184645,450.12,0.445570346,0.585793007
1024,1.704332406,456.5655591,450.56,0.445864804,0.58568682
1025,1.704512922,457.3127328,451,0.446158764,0.585580634
1026,1.704693439,458.0599856,451.44,0.446452228,0.585474447
1027,1.704873956,458.8073176,451.88,0.446745197,0.585368261
1028,1.705054473,459.5547287,452.32,0.447037674,0.585262075
1029,1.70523499,460.302219,452.76,0.447329659,0.585155888
1030,1.705415507,461.0497883,453.2,0.447621154,0.585049702
1031,1.705596024,461.7974368,453.64,0.44791216,0.584943515
1032,1.705776541,462.5451645,454.08,0.448202679,0.584837329
1033,1.705957058,463.2929712,454.52,0.448492712,0.584731143
1034,1.706137575,464.0408571,454.96,0.44878226,0.584624956
1035,1.706318091,464.7888221,455.4,0.449071326,0.58451877
1036,1.706498608,465.5368663,455.84,0.44935991,0.584412583
1037,1.706679125,466.2849896,456.28,0.449648013,0.584306397
1038,1.706859642,467.033192,456.72,0.449935638,0.584200211
1039,1.707040159,467.7814735,457.16,0.450222785,0.584094024
1040,1.707220676,468.5298342,457.6,0.450509456,0.583987838
1041,1.707401193,469.278274,458.04,0.450795652,0.583881651
1042,1.70758171,470.0267929,458.48,0.451081375,0.583775465
1043,1.707762227,470.775391,458.92,0.451366626,0.583669278
1044,1.707942744,471.5240681,459.36,0.451651406,0.583563092
1045,1.70812326,472.2728245,459.8,0.451935717,0.583456906
1046,1.708303777,473.0216599,460.24,0.45221956,0.583350719
1047,1.708484294,473.7705745,460.68,0.452502936,0.583244533
1048,1.708664811,474.5195682,461.12,0.452785847,0.583138346
1049,1.708845328,475.268641,461.56,0.453068295,0.58303216
1050,1.709025845,476.017793,462,0.453350279,0.582925974
1051,1.709206362,476.7670241,462.44,0.453631802,0.582819787
1052,1.709386879,477.5163343,462.88,0.453912865,0.582713601
1053,1.709567396,478.2657236,463.32,0.45419347,0.582607414
1054,1.709747913,479.0151921,463.76,0.454473617,0.582501228
1055,1.709928429,479.7647397,464.2,0.454753308,0.582395042
1056,1.710108946,480.5143665,464.64,0.455032544,0.582288855
1057,1.710289463,481.2640723,465.08,0.455311327,0.582182669
1058,1.71046998,482.0138573,465.52,0.455589657,0.582076482
1059,1.710650497,482.7637215,465.96,0.455867537,0.581970296
1060,1.710831014,483.5136647,466.4,0.456144967,0.581864109
1061,1.711011531,484.2636871,466.84,0.456421948,0.581757923
1062,1.711192048,485.0137886,467.28,0.456698483,0.581651737
1063,1.711372565,485.7639693,467.72,0.456974571,0.58154555
1064,1.711553082,486.5142291,468.16,0.457250215,0.581439364
1065,1.711733598,487.264568,468.6,0.457525416,0.581333177
1066,1.711914115,488.014986,469.04,0.457800175,0.581226991
1067,1.712094632,488.7654832,469.48,0.458074492,0.581120805
1068,1.712275149,489.5160595,469.92,0.45834837,0.581014618
1069,1.712455666,490.2667149,470.36,0.45862181,0.580908432
1070,1.712636183,491.0174495,470.8,0.458894813,0.580802245
1071,1.7128167,491.7682632,471.24,0.459167379,0.580696059
1072,1.712997217,492.519156,471.68,0.459439511,0.580589873
1073,1.713177734,493.2701279,472.12,0.45971121,0.580483686
1074,1.71335825,494.021179,472.56,0.459982476,0.5803775
1075,1.713538767,494.7723092,473,0.460253311,0.580271313
1076,1.713719284,495.5235185,473.44,0.460523716,0.580165127
1077,1.713899801,496.274807,473.88,0.460793693,0.58005894
1078,1.714080318,497.0261746,474.32,0.461063242,0.579952754
1079,1.714260835,497.7776213,474.76,0.461332365,0.579846568
1080,1.714441352,498.5291472,475.2,0.461601062,0.579740381
1081,1.714621869,499.2807521,475.64,0.461869336,0.579634195
1082,1.714802386,500.0324363,476.08,0.462137187,0.579528008
1083,1.714982903,500.7841995,476.52,0.462404616,0.579421822
1084,1.715163419,501.5360419,476.96,0.462671625,0.579315636
1085,1.715343936,502.2879634,477.4,0.462938215,0.579209449
1086,1.715524453,503.039964,477.84,0.463204387,0.579103263
1087,1.71570497,503.7920438,478.28,0.463470141,0.578997076
1088,1.715885487,504.5442026,478.72,0.46373548,0.57889089
1089,1.716066004,505.2964407,479.16,0.464000405,0.578784704
1090,1.716246521,506.0487578,479.6,0.464264915,0.578678517
1091,1.716427038,506.8011541,480.04,0.464529014,0.578572331
1092,1.716607555,507.5536295,480.48,0.464792701,0.578466144
1093,1.716788072,508.306184,480.92,0.465055978,0.578359958
1094,1.716968588,509.0588177,481.36,0.465318846,0.578253771
1095,1.717149105,509.8115305,481.8,0.465581306,0.578147585
1096,1.717329622,510.5643224,482.24,0.46584336,0.578041399
1097,1.717510139,511.3171935,482.68,0.466105008,0.577935212
1098,1.717690656,512.0701437,483.12,0.466366251,0.577829026
1099,1.717871173,512.823173,483.56,0.466627091,0.577722839
1100,1.71805169,513.5762814,484,0.466887529,0.577616653
1101,1.718232207,514.329469,484.44,0.467147565,0.577510467
1102,1.718412724,515.0827357,484.88,0.467407201,0.57740428
1103,1.718593241,515.8360815,485.32,0.467666438,0.577298094
1104,1.718773757,516.5895065,485.76,0.467925278,0.577191907
1105,1.718954274,517.3430106,486.2,0.46818372,0.577085721
1106,1.719134791,518.0965938,486.64,0.468441767,0.576979535
1107,1.719315308,518.8502562,487.08,0.468699418,0.576873348
1108,1.719495825,519.6039977,487.52,0.468956677,0.576767162
1109,1.719676342,520.3578183,487.96,0.469213542,0.576660975
1110,1.719856859,521.111718,488.4,0.469470016,0.576554789
1111,1.720037376,521.8656969,488.84,0.4697261,0.576448603
1112,1.720217893,522.6197549,489.28,0.469981794,0.576342416
